idx|Premise|Hypothesis|label
46948e|Yet he had a certain charm of manner, and I fancied that, if one really knew him well, one could have a deep affection for him. |He had an attractive manner|0
55971e|3) FBI agents leaked the existence of the dress as a favor to Secret Service agents.|FBI agents leaked the dress and its existence as a favor to the Secret Service. |0
104833e|I watched my parents struggle to get my brother the services he needed, said Mr. Rothenberg, 37, who is now executive director for New York Lawyers. |It was hard for my parents to get my brother the services he needed.|0
27333e|While I see him claiming that permitting gay marriage is one more step along this path, I don't see him providing any argument that such unions are themselves bad or any worse than the other breakdowns of traditional marriage (such as interracial marriage, multiple divorces, prenuptial agreements, and so forth).|He does not compare gay marriage with other traditional marriages.|0
105463e|Just like the editors of Slate ourselves.|The same as the editors of Slate ourselves.|0
118236e|Though described as only modestly talented, Kim's daughter also performed with the Melbourne Symphony in 1990 when that city was chasing the Olympics, and with the Utah Symphony in '95.|Kim's daughter played in various symphonies.|0
102914e|It seemed unlikely, however.|It did not seem possible, however.|0
76576e|Look out as well for a giraffe, which indicates the Indian west coast's early contact with Africa.|The giraffe indicates the Indian west coast's early contact with Africa.|0
90976e|In a piazza that is an open-air sculpture gallery, more statuary graces the orator's platform along the Palazzo Vecchio's sober facade.|Statues decorate the piazza, especially around the orator's platform.|0
103144e|(The council was described in some reports as Buchanan's brains trust.|Buchanan collaborated with the council deeply according to some reports.|0
43658e|uh-huh and how the kittens come out|yeah, like the way kittens come out.|0
118973e|uh-huh i was amazed when i took our taxes to our tax person and she works out of her home also and the uh software that does the taxes is just incredible you know i mean she just|She does taxes from her own home.  |0
143217e|He talked of the recent attempt of a noble bandit lord to take the town.|A bandit attempted to take over a town. |0
54840e|Other nightclubs place as much emphasis on drinking as dancing, including Drink Las Vegas (Tel. 702/796-5519), a fabulous two-story nightclub with numerous bars serving every drink known to man.|A lot of nightclubs focus on drinking.|0
75154e|EPA estimated that the total number of small entities affected by the rule was 12,500 or 19 percent of the affected universe.|Based on estimates provided by EPA, 12,500 small entities are affected.|0
84640e|This architectural renaissance in Edinburgh was followed by an intellectual flowering in the sciences, philosophy, and medicine that revolutionized Western society in the late 18th century and saw the city dubbed the  Athens of the North.  |A lot of significant milestones in different fields in Edinburgh were direct results of the architectural renaissance. |0
56097e|You will find a number of galleries displaying work by local and international artists in the narrow alleyways of the avreika Quarter.|The Avreika Quarter contains many art galleries. |0
