idx|Premise|Hypothesis|label
8986c|This analysis is far from exhaustive, and I know from much recent experience that Slate readers will forcefully call my attention to scenarios I've failed to consider.|This analysis is exhaustive.|1
82345c|There were some fifteen others and when they spoke, they spoke in a language I did not know.|They could communicate with me well.|1
11542c|A number of related measures can be used to measure changes in visibility associated with reduced fine particle concentrations.|Nothingcan measure the changes in particle visibility. |1
57588c|He loved his bearded irises, old roses, and peonies.|He hated his flowers.|1
63911c|Odd juxtapositions can produce comic results or former Republicans who now stand among the Democrats.|Odd juxtapositions never really produce results or shift Republicans over to the side of Democrats.|1
76644c|yeah yeah well Texas had a woman governor a hundred years ago or whatever Ma Ferguson|Ma Ferguson was not a female governor. |1
46177c|okay i hope your baby goes well comes out well  bye-bye|I hope the baby stays in and kills both of them. Hi.|1
115557c|Forty comments were received and considered prior to the issuance of the final rules.|We didn't receive any comments before issuing the final rule.|1
45509c|If the statement refers to illegal foreign money, then his claim lacks evidence.|His claim proved that there was illegal foreign money involved.  |1
57410c|All his life he will live with what he has done, knowing that act, no matter how good, will ever wash the blood from his hands.|He will quickly forget what he has done.|1
109168c|). For the last three days I've been tempting carpal tunnel while cutting and then uncutting very funny News Quiz answers.|The News Quiz answers I've been looking at are just terrible and anti-funny.|1
16632c|The swing door is in the left wing, is it not?|I'm positive that the swing door is in the right wing.|1
135847c|Golden Beach is perfect for soaking up the sun and watching the sport.|It is always very cloudy at Golden Beach.|1
95840c|During the visits, we interviewed the CIO, members of the senior executive team, IT managers, and other officials as identified by the host organization, to obtain their individual perspectives on information and technology management issues.|We were unable to find the members of the senior executive team during our visit.|1
102201c|yeah do you would you prefer all trials by a judge|You have no experience with judges, do you? |1
114143c|The Bastille was stormed the next day.|The Bastille was stormed the previous day.  |1
94284c|In short, this explanation suggests that inflation--or more precisely the promise of future inflation--is the medicine that will cure Japan's ills.|Inflation will hurt Japan.|1
14693c|From Pigadia to the small southern port of Diafani, where vehicles find it difficult to travel, boats move people and goods.|Vehicles travel everywhere from Pigadia to the port of Diafani, surprisingly there are no boats there though.|1
56592c|An assessment of blood alcohol testing practices found that 91% of physicians who do not measure blood alcohol concentration believe the test is not clinically important because knowledge of the patient's blood alcohol level does not benefit the patient.|Only 10% of physicians think alcohol levels are not beneficial to patients.|1
4131c|Her gaze moved from him to his companions.|She refused to look at any of them.|1
121934c|the increased use of kiosks and a decrease in route time.|Kiosk use time has decreased and the route time has decreased. |1
28399c|We have your name, and the true symbol is the thing, as you should know.|Who are you, and why don't you know about the true symbol?|1
11313c|Coffeehouses are everywhere, many offering live entertainment and poetry readings.|Coffeehouses are nowhere to be found in this city.|1
107775c|Our markets are global in nature and no nation, including the United States, can go it alone.|America does not share the market with any country.|1
25289c|Democrats are matching Republicans big heart for big heart.|Democrats and Republicans are giving less to show who is less generous.|1
137939c|(He has forsworn cereal analogies.)|He has sworn to use cereal analogies.|1
77340e|1. Aliens in Unrestricted Categories|There are aliens in unrestricted categories. |0
25330c|" ""Most people have."" Drew tightened the cinch."|Drew loosened the cinch as he spoke.|1
98393c|Washington's new mayor, Anthony A. Williams, wants to move the beleaguered University of the District of Columbia from its affluent Northwest Washington digs to Anacostia, the District's poorest and most isolated area.|They want to steal from the poor to give to the rich.|1
